// Initial random seed:
23

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'xy');
initializeTreeSeq();
NUMGENS = 10
BURNIN = 10000
W = 50
SIGMA = 1
K = 5
A = 0.363636
SD = 1
SI = 1
SM = 1
L = 4
G = 2000000000
FECUN = 0.25
initializeMutationType(1, 0.5, "g", 0, 2);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElement(g1, 0, 1999999999);
initializeMutationRate(0);
initializeRecombinationRate(1e-09);
initializeInteractionType(1, "xy", reciprocal=T, maxDistance=3);
initializeInteractionType(2, "xy", reciprocal=T, maxDistance=3);

// Starting run at generation <start>:
1 

gen stage pop_size births age density neighbor harm_neigh num_off time
31 early 3956 771 4.07204 4.3516 5.9634 4.24203 0.998989 1.69692
31 late  3177 627 4.0768 3.4947 5.98235 4.33796 0.997167 1.69765
32 early 3953 776 4.08019 4.3483 6.01555 4.29179 0.999747 1.75628
32 late  3159 609 4.10225 3.4749 5.98738 4.31488 1.00823 1.75701
33 early 3971 812 4.05893 4.3681 5.95893 4.35935 0.991438 1.81181
33 late  3174 649 4.069 3.4914 5.93154 4.32254 1.0104 1.81252
34 early 3948 774 4.07523 4.3428 5.91903 4.33337 1.00684 1.8672
34 late  3153 617 4.05233 3.4683 5.92246 4.37454 1.00888 1.86792
35 early 3912 759 4.07209 4.3032 5.84284 4.25817 1.02607 1.92182
35 late  3166 613 4.11529 3.4826 5.80688 4.25404 1.03222 1.92267
36 early 3966 800 4.08346 4.3626 5.85285 4.39037 1.03001 1.97724
36 late  3185 640 4.11491 3.5035 5.86379 4.35793 1.03579 1.97794
37 early 3964 779 4.10974 4.3604 5.88178 4.36411 1.03658 2.03328
37 late  3193 619 4.13905 3.5123 5.90581 4.37271 1.03696 2.034
38 early 3985 792 4.11769 4.3835 6.0209 4.39902 1.02535 2.08903
38 late  3153 622 4.12655 3.4683 6.03628 4.39855 1.04091 2.08972
39 early 3910 757 4.13402 4.301 5.94268 4.30899 1.03708 2.14365
39 late  3157 606 4.17928 3.4727 5.96617 4.31738 1.05322 2.14436
40 early 3882 725 4.212 4.2702 5.89191 4.25117 1.05564 2.19753
40 late  3096 581 4.25484 3.4056 5.89571 4.26711 1.06944 2.19825
41 early 3870 774 4.20388 4.257 5.90509 4.2401 1.05504 2.25077
41 late  3133 618 4.2563 3.4463 5.91928 4.28199 1.07054 2.25148
42 early 3903 770 4.21932 4.2933 5.95043 4.26516 1.05047 2.30509
42 late  3109 622 4.19846 3.4199 5.93606 4.27939 1.04471 2.30578
43 early 3903 794 4.14092 4.2933 5.96272 4.28824 1.02741 2.35876
43 late  3133 645 4.14331 3.4463 5.91325 4.25659 1.015 2.35948
44 early 3976 843 4.05282 4.3736 5.98313 4.35616 0.990443 2.41323
44 late  3209 678 4.10346 3.5299 5.99443 4.3848 1.0134 2.41393
45 early 3986 777 4.10863 4.3846 6.07296 4.35905 1.01079 2.54683
45 late  3214 614 4.18264 3.5354 6.07084 4.39269 1.04076 2.54756
46 early 4000 786 4.16425 4.4 6.22716 4.39676 1.04275 2.60368
46 late  3195 623 4.22973 3.5145 6.23766 4.43818 1.04695 2.6044
47 early 3969 774 4.20988 4.3659 6.2879 4.3637 1.04056 2.65975
47 late  3166 608 4.2331 3.4826 6.24841 4.35264 1.05685 2.66058
48 early 3951 785 4.19337 4.3461 6.1614 4.34615 1.061 2.71545
48 late  3160 631 4.16646 3.476 6.12854 4.32465 1.06361 2.71617
49 early 3962 802 4.12065 4.3582 6.04527 4.34266 1.04366 2.77072
49 late  3163 640 4.15934 3.4793 6.034 4.36081 1.05058 2.77144
50 early 3918 755 4.16514 4.3098 5.95888 4.11066 1.05258 2.8248
50 late  3146 600 4.19739 3.4606 5.95532 4.2818 1.06325 2.82566
51 early 3956 810 4.13322 4.3516 6.03387 4.322 1.03564 2.88058
51 late  3172 644 4.13335 3.4892 6.02248 4.30953 1.01576 2.88186
52 early 3961 789 4.11083 4.3571 5.98152 4.34805 1.00934 2.93606
52 late  3179 622 4.15382 3.4969 5.99106 4.38329 1.01604 2.93707
53 early 3943 764 4.15521 4.3373 5.99195 4.30025 1.02511 2.99117
53 late  3147 610 4.13378 3.4617 6.00435 4.40921 1.01811 2.99217
54 early 3928 781 4.11303 4.3208 5.98623 4.35403 1.01935 3.04606
54 late  3160 633 4.1269 3.476 5.98529 4.39548 1.01456 3.0471
55 early 3956 796 4.0953 4.3516 5.99969 4.39753 1.01694 3.10137
55 late  3172 616 4.09584 3.4892 5.97139 4.3856 1.03657 3.10241
56 early 3992 820 4.0491 4.3912 6.02645 4.41411 1.03081 3.16012
56 late  3201 626 4.08779 3.5211 6.01293 4.44119 1.04405 3.1612
57 early 4006 805 4.0654 4.4066 5.98327 4.39584 1.03545 3.21717
57 late  3230 638 4.08669 3.553 5.96977 4.38588 1.03746 3.21827
58 early 4070 840 4.03686 4.477 6.0361 4.47372 1.01916 3.27425
58 late  3226 668 4.00093 3.5486 6.05337 4.5155 0.99473 3.27538
59 early 4002 776 4.03123 4.4022 5.98102 4.43185 1.0005 3.33135
59 late  3187 620 4.09225 3.5057 5.9955 4.44642 1.01977 3.33248
60 early 4016 829 4.04109 4.4176 5.976 4.39891 0.993775 3.38781
60 late  3201 650 4.11371 3.5211 6.00959 4.49127 1.01062 3.38894
61 early 4006 805 4.08612 4.4066 6.03067 4.45963 1.01997 3.44564
61 late  3223 626 4.11821 3.5453 6.00359 4.49307 1.02513 3.44671
62 early 4028 805 4.09533 4.4308 6.00269 4.49005 1.02135 3.50291
62 late  3200 649 4.10687 3.52 5.99762 4.54111 1.01438 3.50376
63 early 4025 825 4.06012 4.4275 5.92889 4.46346 1.01019 3.55841
63 late  3218 664 4.04568 3.5398 5.93077 4.48608 1.00031 3.5593
64 early 3941 723 4.12002 4.3351 5.85723 4.38167 1.02436 3.61314
64 late  3166 588 4.13266 3.4826 5.86004 4.40012 1.02053 3.61396
65 early 3928 762 4.13697 4.3208 5.84585 4.35777 1.01884 3.66677
65 late  3140 610 4.14554 3.454 5.85353 4.36906 1.02166 3.66759
66 early 3903 763 4.13964 4.2933 5.86618 4.29769 1.02024 3.72172
66 late  3111 593 4.21986 3.4221 5.8521 4.29412 1.036 3.72293
67 early 3815 704 4.25662 4.1965 5.73582 4.22606 1.05557 3.7752
67 late  3105 581 4.24122 3.4155 5.71567 4.20444 1.06184 3.77598
68 early 3928 823 4.14308 4.3208 5.8516 4.28415 1.03819 3.82855
68 late  3149 652 4.16196 3.4639 5.89587 4.37633 1.04636 3.82953
69 early 3907 758 4.16048 4.2977 5.89336 4.2773 1.03711 3.88313
69 late  3117 624 4.17292 3.4287 5.90385 4.28781 1.04556 3.88396
70 early 3903 786 4.13118 4.2933 5.93591 4.27329 1.03946 3.93757
70 late  3127 625 4.17781 3.4397 5.9055 4.24713 1.06972 3.9384
71 early 3891 764 4.16114 4.2801 5.91486 4.24126 1.06348 3.99121
71 late  3129 616 4.14669 3.4419 5.88092 4.23238 1.05625 3.99203
72 early 3895 766 4.13453 4.2845 5.84938 4.23359 1.05006 4.04475
72 late  3139 603 4.19019 3.4529 5.84321 4.24142 1.06754 4.04557
73 early 3876 737 4.2033 4.2636 5.75251 4.21379 1.05186 4.09765
73 late  3119 576 4.25842 3.4309 5.7539 4.21784 1.04841 4.09859
74 early 3935 816 4.16798 4.3285 5.85977 4.32415 1.02694 4.25021
74 late  3148 641 4.19949 3.4628 5.88218 4.39897 1.04384 4.25105
75 early 3926 778 4.16913 4.3186 5.87758 4.27215 1.02573 4.3041
75 late  3134 605 4.24825 3.4474 5.89113 4.31285 1.04212 4.30491
76 early 3896 762 4.22177 4.2856 5.93851 4.24021 1.04594 4.35764
76 late  3119 597 4.23277 3.4309 5.93322 4.2785 1.05194 4.35846
77 early 3948 829 4.13399 4.3428 6.08092 4.29159 1.02761 4.41209
77 late  3209 656 4.18697 3.5299 6.06303 4.32 1.04082 4.41291
78 early 3982 773 4.18006 4.3802 6.13457 4.36319 1.03541 4.46808
78 late  3193 620 4.19605 3.5123 6.13109 4.39782 1.03382 4.46892
79 early 3964 771 4.18542 4.3604 6.04505 4.32791 1.04213 4.5237
79 late  3157 608 4.26734 3.4727 6.05296 4.38558 1.07254 4.52471
80 early 3917 760 4.24534 4.3087 6.05235 4.29941 1.06178 4.5786
80 late  3132 586 4.34451 3.4452 6.01228 4.31972 1.08397 4.57942
81 early 3962 830 4.22489 4.3582 6.04075 4.3527 1.06159 4.63309
81 late  3157 665 4.24073 3.4727 6.04586 4.418 1.05702 4.63391
82 early 3923 766 4.21744 4.3153 6.01679 4.35297 1.0441 4.68811
82 late  3143 621 4.21413 3.4573 6.03432 4.42789 1.04454 4.68903
83 early 3929 786 4.17104 4.3219 6.0729 4.33358 1.04047 4.74459
83 late  3198 633 4.19981 3.5178 6.07377 4.35381 1.06442 4.74551
84 early 3977 779 4.18129 4.3747 6.11822 4.40387 1.04928 4.80018
84 late  3175 629 4.18047 3.4925 6.15875 4.4644 1.05102 4.80101
85 early 3941 766 4.17356 4.3351 6.15512 4.34372 1.04314 4.8557
85 late  3161 604 4.27428 3.4771 6.14328 4.37072 1.07245 4.85671
86 early 3938 777 4.23362 4.3318 6.10027 4.34369 1.06577 4.91117
86 late  3141 610 4.23687 3.4551 6.12608 4.46022 1.071 4.91199
87 early 3976 835 4.13707 4.3736 6.15841 4.41233 1.07017 4.96725
87 late  3202 650 4.198 3.5222 6.13316 4.41518 1.08245 4.96809
88 early 3971 769 4.19139 4.3681 6.10623 4.41081 1.08915 5.02279
88 late  3194 614 4.22104 3.5134 6.08901 4.38592 1.10645 5.02379
89 early 4030 836 4.13797 4.433 6.06929 4.45339 1.07196 5.07939
89 late  3214 667 4.20753 3.5354 6.10892 4.50373 1.0921 5.08024
90 early 4044 830 4.13872 4.4484 6.21376 4.48421 1.06553 5.13598
90 late  3189 650 4.14017 3.5079 6.20982 4.51271 1.07369 5.13682
91 early 3965 776 4.13417 4.3615 6.07565 4.42801 1.0575 5.19219
91 late  3149 614 4.10098 3.4639 6.049 4.47977 1.04509 5.19301
92 early 3909 760 4.10924 4.2999 5.93189 4.35691 1.0417 5.24596
92 late  3140 614 4.13662 3.454 5.97604 4.45567 1.05318 5.24678
93 early 3948 808 4.08536 4.3428 6.08945 4.36472 1.04027 5.30093
93 late  3182 647 4.12508 3.5002 6.06973 4.40544 1.04745 5.30174
94 early 3943 761 4.13594 4.3373 6.02124 4.3418 1.04616 5.35543
94 late  3125 604 4.2128 3.4375 5.98365 4.38089 1.06528 5.35637
95 early 3889 764 4.18874 4.2779 5.89713 4.3455 1.06017 5.40889
95 late  3151 612 4.19518 3.4661 5.90677 4.38302 1.06696 5.40972
96 early 3882 731 4.2169 4.2702 5.89539 4.35077 1.06775 5.46211
96 late  3106 583 4.25177 3.4166 5.90069 4.37592 1.07534 5.46291
97 early 3832 726 4.25678 4.2152 5.85509 4.2862 1.07803 5.51476
97 late  3074 591 4.29863 3.3814 5.89036 4.34043 1.08816 5.51557
98 early 3801 727 4.28519 4.1811 5.84412 4.2808 1.07761 5.56794
98 late  3060 567 4.31078 3.366 5.82227 4.25505 1.08889 5.56875
99 early 3846 786 4.22543 4.2306 5.91017 4.27959 1.04966 5.62046
99 late  3129 644 4.22212 3.4419 5.90608 4.31653 1.04442 5.62127
100 early 3915 786 4.17369 4.3065 5.9977 4.37197 1.04087 5.67491
100 late  3140 631 4.19204 3.454 6.01777 4.41669 1.05478 5.67594
101 early 3915 775 4.16424 4.3065 5.99225 4.37208 1.04955 5.73103
101 late  3120 603 4.16314 3.432 6.01203 4.45548 1.05128 5.73166
102 early 3930 810 4.09898 4.323 6.06686 4.3187 1.02621 5.78573
102 late  3193 652 4.15565 3.5123 6.08975 4.42013 1.05011 5.78635
103 early 3990 797 4.12581 4.389 6.20201 4.47853 1.03835 5.84144
103 late  3206 635 4.15565 3.5266 6.16303 4.45045 1.04211 5.84209
104 early 4012 806 4.11989 4.4132 6.16354 4.45939 1.03016 5.8978
104 late  3157 644 4.12987 3.4727 6.17189 4.457 1.04403 5.89853
105 early 3895 738 4.15789 4.2845 6.04797 4.281 1.04981 5.9522
105 late  3128 568 4.18446 3.4408 5.99249 4.27167 1.06138 5.95291
106 early 3949 821 4.10661 4.3439 6.03129 4.35517 1.03976 6.00661
106 late  3178 644 4.16897 3.4958 6.0046 4.35185 1.05884 6.00735
107 early 3988 810 4.11911 4.3868 6.02096 4.3587 1.05717 6.06191
107 late  3223 641 4.16475 3.5453 6.053 4.45586 1.06423 6.06267
108 early 4035 812 4.1254 4.4385 6.1996 4.47131 1.03916 6.11895
108 late  3239 657 4.11578 3.5629 6.21504 4.54063 1.02532 6.11972
109 early 3980 741 4.16332 4.378 6.19439 4.35581 1.03342 6.29712
109 late  3160 577 4.15222 3.476 6.17252 4.31521 1.03892 6.29793
110 early 3969 809 4.10204 4.3659 6.1905 4.34648 1.02998 6.35308
110 late  3222 653 4.09652 3.5442 6.17697 4.36944 1.0239 6.35387
111 early 4017 795 4.08788 4.4187 6.24176 4.3909 1.01718 6.41019
111 late  3160 614 4.12753 3.476 6.24015 4.44753 1.01899 6.41102
112 early 3940 780 4.11244 4.334 6.12095 4.33612 1.02234 6.4652
112 late  3208 631 4.17488 3.5288 6.1031 4.36999 1.04208 6.466
113 early 4029 821 4.12038 4.4319 6.24998 4.45575 1.03351 6.52218
113 late  3213 636 4.14628 3.5343 6.21902 4.45109 1.03081 6.52301
114 early 4028 815 4.10501 4.4308 6.22441 4.52124 1.01564 6.57869
114 late  3209 635 4.12745 3.5299 6.21404 4.48381 1.01745 6.57949
115 early 3989 780 4.12484 4.3879 6.1065 4.4395 1.00902 6.63452
115 late  3157 603 4.20051 3.4727 6.11865 4.48146 1.02914 6.63535
116 early 3934 777 4.17336 4.3274 6.03445 4.33819 1.03076 6.68973
116 late  3147 592 4.26756 3.4617 6.05477 4.39573 1.05243 6.69065
117 early 3902 755 4.24833 4.2922 5.97652 4.32767 1.05279 6.74625
117 late  3183 603 4.19887 3.5013 5.97768 4.36804 1.04273 6.74714
118 early 3966 783 4.17247 4.3626 6.05372 4.38247 1.04413 6.80186
118 late  3173 624 4.20958 3.4903 6.03042 4.35449 1.05232 6.80267
119 early 3940 767 4.19543 4.334 5.94444 4.35031 1.05838 6.85595
119 late  3153 600 4.16143 3.4683 5.92426 4.32066 1.05297 6.85676
120 early 3877 724 4.19758 4.2647 5.8022 4.26326 1.07299 6.90881
120 late  3129 586 4.15692 3.4419 5.78232 4.24749 1.06647 6.90961
121 early 3889 760 4.14914 4.2779 5.79086 4.28094 1.05117 6.96146
121 late  3094 599 4.18229 3.4034 5.80919 4.31779 1.05559 6.96251
122 early 3850 756 4.16468 4.235 5.81721 4.2488 1.0387 7.01399
122 late  3105 624 4.1343 3.4155 5.84373 4.29007 1.04283 7.01481
123 early 3855 750 4.13541 4.2405 5.8614 4.23936 1.03243 7.06621
123 late  3090 598 4.10518 3.399 5.84392 4.17458 1.01586 7.06724
124 early 3850 760 4.0974 4.235 5.75401 4.18139 1.01506 7.11832
124 late  3069 607 4.12805 3.3759 5.77119 4.28552 1.03747 7.11924
125 early 3801 732 4.14049 4.1811 5.72514 4.19564 1.03815 7.17011
125 late  3080 593 4.18896 3.388 5.70514 4.18965 1.05649 7.17093
126 early 3828 748 4.17503 4.2108 5.77493 4.18557 1.04519 7.22114
126 late  3110 600 4.15723 3.421 5.77383 4.19733 1.04727 7.22211
127 early 3887 777 4.12632 4.2757 5.85535 4.23075 1.03499 7.2743
127 late  3145 630 4.11828 3.4595 5.84721 4.26449 1.04229 7.27512
128 early 3908 763 4.11899 4.2988 5.94097 4.29341 1.04094 7.32912
128 late  3156 621 4.11375 3.4716 5.94941 4.3824 1.03295 7.32993
129 early 3930 774 4.10662 4.323 5.93931 4.31432 1.01628 7.38469
129 late  3147 588 4.15316 3.4617 5.94274 4.36752 1.03559 7.38552
130 early 3913 766 4.14439 4.3043 5.95006 4.29686 1.0299 7.4393
130 late  3127 604 4.12312 3.4397 5.99201 4.3442 1.01855 7.44012
131 early 3889 762 4.11931 4.2779 6.04997 4.25105 1.02828 7.49446
131 late  3135 607 4.17129 3.4485 6.07518 4.30919 1.05423 7.49532
132 early 3926 791 4.12939 4.3186 6.11615 4.29426 1.05171 7.55006
132 late  3156 631 4.1372 3.4716 6.07574 4.25872 1.06179 7.55086
133 early 3929 773 4.1265 4.3219 6.04134 4.34467 1.05803 7.60496
133 late  3140 598 4.17739 3.454 6.0112 4.34827 1.07102 7.60595
134 early 3926 786 4.14086 4.3186 5.96595 4.29966 1.05298 7.66028
134 late  3177 642 4.16053 3.4947 5.96048 4.32713 1.05666 7.66108
135 early 3956 779 4.14434 4.3516 5.995 4.36503 1.04904 7.71628
135 late  3177 629 4.13912 3.4947 6.00333 4.38306 1.04407 7.71847
136 early 3969 792 4.11363 4.3659 5.95908 4.36632 1.04611 7.77482
136 late  3186 638 4.12272 3.5046 5.92834 4.33175 1.04991 7.77575
137 early 3986 800 4.09458 4.3846 5.91811 4.32593 1.01856 7.83121
137 late  3234 646 4.10173 3.5574 5.93076 4.40474 1.01639 7.83207
138 early 3972 738 4.15383 4.3692 5.88666 4.36206 1.04632 7.88646
138 late  3200 577 4.13812 3.52 5.88839 4.39642 1.05156 7.88728
139 early 4025 825 4.08497 4.4275 5.99411 4.38329 1.02286 7.94348
139 late  3219 640 4.11432 3.5409 6.00685 4.45075 1.0292 7.94435
140 early 4018 799 4.09731 4.4198 5.99915 4.39793 1.04107 7.99977
140 late  3235 655 4.07233 3.5585 5.99752 4.41468 1.02473 8.00063
141 early 4050 815 4.0516 4.455 6.05616 4.4661 1.00025 8.05608
141 late  3180 645 4.01164 3.498 6.09503 4.55193 0.97327 8.05707
142 early 3898 718 4.08851 4.2878 5.94268 4.26766 1.00282 8.11085
142 late  3154 598 4.06785 3.4694 5.93249 4.28107 0.998732 8.11167
143 early 3909 755 4.08903 4.2999 5.91652 4.2451 1.00256 8.16551
143 late  3159 607 4.08769 3.4749 5.93496 4.29214 0.998101 8.16644
144 early 3942 783 4.07712 4.3362 6.04033 4.30341 0.990107 8.2216
144 late  3186 617 4.07753 3.5046 6.05187 4.37144 0.989956 8.22244
145 early 3974 788 4.07071 4.3714 6.14549 4.40919 0.996225 8.27854
145 late  3218 639 4.06805 3.5398 6.12426 4.40893 0.992231 8.27937
146 early 3983 765 4.09465 4.3813 6.10759 4.42622 1.00176 8.33569
146 late  3191 597 4.16359 3.5101 6.07592 4.45167 1.02789 8.33651
147 early 3976 785 4.14411 4.3736 6.01732 4.36833 1.02867 8.39204
147 late  3225 618 4.15256 3.5475 6.03948 4.43442 1.04155 8.39302
148 early 4070 845 4.0828 4.477 6.22185 4.48837 1.01867 8.45074
148 late  3243 677 4.08048 3.5673 6.22912 4.50658 1.01388 8.45161
149 early 4021 778 4.09749 4.4231 6.13542 4.44896 1.0097 8.50946
149 late  3238 626 4.09883 3.5618 6.08671 4.4468 1.01513 8.51033
150 early 4023 785 4.1039 4.4253 6.0039 4.44749 1.02734 8.5665
150 late  3247 618 4.14105 3.5717 6.00231 4.46256 1.03265 8.56735
151 early 4047 800 4.12478 4.4517 6.04836 4.48577 1.02866 8.79524
151 late  3274 656 4.14325 3.6014 6.05396 4.53316 1.01924 8.7961
152 early 4067 793 4.1404 4.4737 6.01167 4.48278 1.01549 8.85291
152 late  3249 616 4.18806 3.5739 6.02145 4.52606 1.03109 8.8538
153 early 4057 808 4.15479 4.4627 6.03399 4.48374 1.04264 8.90994
153 late  3256 647 4.17076 3.5816 6.03017 4.46713 1.04208 8.9108
154 early 4069 813 4.13763 4.4759 6.05663 4.44901 1.04178 8.96645
154 late  3256 634 4.23219 3.5816 6.08718 4.55569 1.06572 8.96731
155 early 4033 777 4.22415 4.4363 6.11813 4.45111 1.05331 9.02371
155 late  3215 607 4.2902 3.5365 6.12088 4.47421 1.07838 9.0246
156 early 4040 825 4.2099 4.444 6.11719 4.44926 1.05099 9.08003
156 late  3252 668 4.24938 3.5772 6.08689 4.43138 1.06273 9.08088
157 early 4040 788 4.2255 4.444 6.05302 4.44724 1.06708 9.13734
157 late  3236 616 4.3152 3.5596 6.04428 4.46199 1.09518 9.13819
158 early 4069 833 4.22708 4.4759 6.08777 4.48975 1.07275 9.1945
158 late  3288 663 4.27281 3.6168 6.1023 4.54165 1.0809 9.1954
159 early 4122 834 4.20597 4.5342 6.22183 4.54207 1.06405 9.25318
159 late  3295 668 4.23672 3.6245 6.21551 4.57273 1.06798 9.25404
160 early 4043 748 4.26787 4.4473 6.10114 4.4544 1.08039 9.31115
160 late  3234 584 4.33271 3.5574 6.12548 4.50198 1.09957 9.31219
161 early 4016 782 4.29432 4.4176 6.12269 4.45051 1.08715 9.36872
161 late  3213 602 4.38375 3.5343 6.1 4.46356 1.10831 9.36955
162 early 3979 766 4.34732 4.3769 5.92392 4.39349 1.08922 9.4237
162 late  3243 627 4.3247 3.5673 5.94541 4.47426 1.08017 9.42454
163 early 4041 798 4.2732 4.4451 6.08054 4.46523 1.06335 9.47978
163 late  3234 631 4.27149 3.5574 6.08485 4.49457 1.05504 9.48064
164 early 4015 781 4.24608 4.4165 6.07115 4.46231 1.05679 9.53584
164 late  3247 610 4.28888 3.5717 6.07803 4.51309 1.05574 9.53667
165 early 4060 813 4.2298 4.466 6.13309 4.49252 1.03399 9.59246
165 late  3207 632 4.23418 3.5277 6.14394 4.53491 1.02713 9.5933
166 early 3981 774 4.21653 4.3791 6.16065 4.39387 1.0319 9.64815
166 late  3176 613 4.27708 3.4936 6.17716 4.42631 1.04975 9.64897
167 early 3957 781 4.23553 4.3527 6.16984 4.36731 1.05307 9.7038
167 late  3158 619 4.26726 3.4738 6.14493 4.35277 1.05763 9.70461
168 early 3910 752 4.25422 4.301 6.10527 4.30114 1.05422 9.75924
168 late  3156 576 4.32383 3.4716 6.07867 4.31428 1.07129 9.76007
169 early 3926 770 4.27967 4.3186 6.07908 4.3384 1.05094 9.81453
169 late  3204 620 4.31523 3.5244 6.0709 4.36721 1.05243 9.81535
170 early 3972 768 4.28751 4.3692 6.11008 4.36891 1.05488 9.87031
170 late  3231 617 4.27917 3.5541 6.06366 4.32722 1.04271 9.87114
171 early 3992 761 4.2728 4.3912 6.03024 4.35808 1.04359 9.92675
