// Initial random seed:
23

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'xy');
initializeTreeSeq();
NUMGENS = 10
BURNIN = 10000
W = 50
SIGMA = 1
K = 5
A = 0.444444
SD = 1
SI = 1
SM = 1
L = 4
G = 2000000000
FECUN = 0.25
initializeMutationType(1, 0.5, "g", 0, 2);
initializeGenomicElementType(1, m1, 1);
initializeGenomicElement(g1, 0, 1999999999);
initializeMutationRate(0);
initializeRecombinationRate(1e-09);
initializeInteractionType(1, "xy", reciprocal=T, maxDistance=3);
initializeInteractionType(2, "xy", reciprocal=T, maxDistance=3);

// Starting run at generation <start>:
1 

gen stage pop_size births age density neighbor harm_neigh num_off time
102 early 4424 899 4.05244 3.9816 6.0514 3.88004 1.00836 5.44142
102 late  3542 711 4.05082 3.1878 6.06619 3.84801 1.01666 5.44203
103 early 4422 880 4.04568 3.9798 6.08525 3.90481 1.01379 5.49364
103 late  3530 696 4.08414 3.177 6.00574 3.82314 1.02465 5.49429
104 early 4390 860 4.08815 3.951 5.8653 3.88038 1.0139 5.5441
104 late  3491 685 4.16156 3.1419 5.88025 3.90324 1.0381 5.54477
105 early 4354 863 4.13849 3.9186 5.84068 3.84584 1.03606 5.59547
105 late  3478 693 4.07131 3.1302 5.84369 3.88073 1.02703 5.59633
106 early 4309 831 4.09329 3.8781 5.83671 3.80978 1.03528 5.64687
106 late  3447 663 4.13577 3.1023 5.85287 3.8339 1.05106 5.6476
107 early 4306 859 4.11124 3.8754 5.86262 3.81249 1.04529 5.69655
107 late  3494 689 4.10189 3.1446 5.82807 3.79382 1.03864 5.69744
108 early 4318 824 4.1283 3.8862 5.76661 3.85463 1.05396 5.74658
108 late  3503 669 4.1493 3.1527 5.76068 3.83142 1.07023 5.74747
109 early 4362 859 4.13526 3.9258 5.87494 3.84104 1.06763 5.91262
109 late  3518 683 4.19812 3.1662 5.84431 3.84216 1.09039 5.91355
110 early 4422 904 4.13546 3.9798 5.94565 3.9159 1.06649 5.96415
110 late  3514 721 4.12408 3.1626 5.96153 3.92054 1.04354 5.96493
111 early 4370 856 4.12037 3.933 5.87775 3.85197 1.03318 6.0153
111 late  3509 672 4.14335 3.1581 5.88657 3.87092 1.04531 6.01607
112 early 4371 862 4.12903 3.9339 5.8703 3.85673 1.03409 6.06627
112 late  3493 677 4.17263 3.1437 5.83797 3.88152 1.04953 6.06722
113 early 4354 861 4.14975 3.9186 5.82805 3.88949 1.03927 6.116
113 late  3532 705 4.14864 3.1788 5.83234 3.93659 1.03426 6.11677
114 early 4398 866 4.13483 3.9582 5.94025 3.95433 1.02115 6.16862
114 late  3546 681 4.20869 3.1914 5.96322 3.96873 1.03356 6.16954
115 early 4444 898 4.15617 3.9996 6.00831 3.94772 1.01868 6.22114
115 late  3549 723 4.16568 3.1941 6.00561 3.94721 1.02198 6.22192
116 early 4372 823 4.19328 3.9348 5.87127 3.90209 1.03911 6.27256
116 late  3522 648 4.21834 3.1698 5.80376 3.86898 1.03833 6.27354
117 early 4400 878 4.17705 3.96 5.81395 3.90499 1.03523 6.32321
117 late  3552 704 4.17511 3.1968 5.83183 3.95275 1.03801 6.32402
118 early 4397 845 4.18058 3.9573 5.84776 3.88657 1.04071 6.37407
118 late  3521 667 4.20733 3.1689 5.89623 3.97769 1.04686 6.37488
119 early 4393 872 4.17369 3.9537 5.95511 3.88833 1.04188 6.42568
119 late  3490 686 4.19054 3.141 5.97887 3.97785 1.02779 6.42672
120 early 4349 859 4.16533 3.9141 5.97533 3.88117 1.02874 6.47959
120 late  3476 680 4.23993 3.1284 5.96749 3.9148 1.0515 6.48042
121 early 4350 874 4.18713 3.915 6.0236 3.88633 1.03264 6.53536
121 late  3520 692 4.20597 3.168 6.03051 3.8908 1.03636 6.5362
122 early 4381 861 4.18283 3.9429 6.10983 3.8796 1.04177 6.58972
122 late  3544 695 4.19498 3.1896 6.09199 3.84918 1.04148 6.59056
123 early 4439 895 4.14756 3.9951 6.19175 3.88078 1.03312 6.64613
123 late  3537 709 4.15691 3.1833 6.17211 3.88821 1.041 6.64697
124 early 4414 877 4.13231 3.9726 6.13749 3.9103 1.02628 6.69976
124 late  3588 709 4.15914 3.2292 6.13806 3.91724 1.03595 6.70059
125 early 4477 889 4.13469 4.0293 6.28194 3.98486 1.03797 6.75438
125 late  3545 695 4.14302 3.1905 6.25059 3.94542 1.03724 6.75541
126 early 4412 867 4.13237 3.9708 6.11919 3.91011 1.0442 6.80788
126 late  3531 683 4.09459 3.1779 6.10479 3.91898 1.02521 6.80869
127 early 4405 874 4.08377 3.9645 6.08066 3.89779 1.01067 6.86067
127 late  3471 654 4.15702 3.1239 6.05786 3.8965 1.03486 6.86149
128 early 4275 804 4.18713 3.8475 5.8401 3.79719 1.04187 6.91069
128 late  3431 634 4.18158 3.0879 5.88316 3.85199 1.04984 6.91148
129 early 4265 834 4.16835 3.8385 5.9583 3.8195 1.0415 6.96032
129 late  3438 663 4.12682 3.0942 5.93953 3.83504 1.01862 6.96126
130 early 4286 848 4.11246 3.8574 6.0094 3.82738 1.0084 7.01091
130 late  3477 650 4.21311 3.1293 6.02805 3.89331 1.04429 7.01189
131 early 4346 869 4.17073 3.9114 6.11394 3.85833 1.03405 7.06349
131 late  3475 687 4.21842 3.1275 6.09819 3.87704 1.03396 7.0645
132 early 4305 830 4.21231 3.8745 5.96825 3.79996 1.03902 7.11532
132 late  3479 670 4.19 3.1311 5.98761 3.8336 1.03708 7.11611
133 early 4343 864 4.15749 3.9087 6.15652 3.88754 1.03454 7.16785
133 late  3499 713 4.14576 3.1491 6.16043 3.90939 1.02486 7.16867
134 early 4400 901 4.09205 3.96 6.25703 3.91028 1.01795 7.22081
134 late  3528 726 4.13067 3.1752 6.2009 3.88996 1.02353 7.22164
135 early 4335 807 4.17555 3.9015 6.08788 3.85655 1.02053 7.27285
135 late  3470 640 4.22075 3.123 6.06646 3.85293 1.03055 7.27383
136 early 4356 886 4.15886 3.9204 6.10322 3.83022 1.02686 7.32471
136 late  3492 699 4.19072 3.1428 6.1165 3.83349 1.05441 7.32557
137 early 4312 820 4.20362 3.8808 6.06855 3.80087 1.04429 7.37653
137 late  3439 629 4.24019 3.0951 6.06381 3.80244 1.04653 7.37734
138 early 4270 831 4.22037 3.843 5.98675 3.7641 1.05246 7.42632
138 late  3411 666 4.23248 3.0699 5.98534 3.80999 1.06362 7.42774
139 early 4243 832 4.20646 3.8187 6.00354 3.76317 1.06057 7.47709
139 late  3377 666 4.24548 3.0393 5.99604 3.79261 1.06426 7.47802
140 early 4206 829 4.2116 3.7854 5.9868 3.75388 1.04731 7.52658
140 late  3353 651 4.25887 3.0177 6.01633 3.74885 1.05756 7.52748
141 early 4189 836 4.20936 3.7701 6.06725 3.72707 1.03127 7.57637
141 late  3384 669 4.21749 3.0456 6.00952 3.69125 1.03457 7.57743
142 early 4215 831 4.18885 3.7935 6.04891 3.6945 1.03725 7.62887
142 late  3407 676 4.18022 3.0663 6.02646 3.65912 1.03786 7.62973
143 early 4260 853 4.14296 3.834 6.05518 3.71702 1.03404 7.68124
143 late  3422 675 4.19258 3.0798 6.0129 3.68879 1.04383 7.68224
144 early 4270 848 4.16136 3.843 6.01754 3.73234 1.03443 7.73382
144 late  3445 679 4.1582 3.1005 6.0369 3.75471 1.03425 7.73463
145 early 4256 811 4.17528 3.8304 5.96667 3.70257 1.03712 7.78509
145 late  3418 644 4.1928 3.0762 5.92614 3.7022 1.05003 7.78607
146 early 4250 832 4.17624 3.825 5.93103 3.71268 1.04965 7.83604
146 late  3442 642 4.28152 3.0978 5.92213 3.71296 1.08309 7.83702
147 early 4269 827 4.25837 3.8421 5.87168 3.76712 1.06863 7.88754
147 late  3476 664 4.30236 3.1284 5.86128 3.76225 1.08257 7.88836
148 early 4329 853 4.25757 3.8961 5.93749 3.84004 1.06653 7.94353
148 late  3481 685 4.24016 3.1329 5.88281 3.80705 1.06291 7.94439
149 early 4355 874 4.18852 3.9195 5.84921 3.85069 1.05465 7.99625
149 late  3507 704 4.16766 3.1563 5.88041 3.92101 1.05218 7.99707
150 early 4364 857 4.15284 3.9276 5.95748 3.83772 1.0472 8.04822
150 late  3469 657 4.21418 3.1221 5.91448 3.84902 1.06947 8.04944
151 early 4324 855 4.18316 3.8916 5.85053 3.83113 1.06429 8.23493
151 late  3465 685 4.18384 3.1185 5.85037 3.82812 1.06724 8.23591
152 early 4268 803 4.20853 3.8412 5.83561 3.74643 1.06514 8.28494
152 late  3446 645 4.26785 3.1014 5.83403 3.76775 1.07139 8.2859
153 early 4267 821 4.25428 3.8403 5.86383 3.72676 1.06468 8.33504
153 late  3423 658 4.23839 3.0807 5.85852 3.77755 1.06339 8.33604
154 early 4255 832 4.2141 3.8295 5.86922 3.77332 1.0517 8.38451
154 late  3436 685 4.26106 3.0924 5.8389 3.74251 1.07829 8.38529
155 early 4243 807 4.26043 3.8187 5.76139 3.78003 1.07613 8.43342
155 late  3440 641 4.22791 3.096 5.74014 3.74011 1.07122 8.43425
156 early 4275 835 4.20678 3.8475 5.84824 3.79373 1.06363 8.48307
156 late  3475 691 4.21324 3.1275 5.87533 3.81761 1.05755 8.48403
157 early 4306 831 4.20715 3.8754 6.04255 3.81154 1.05156 8.53539
157 late  3457 658 4.25571 3.1113 6.04735 3.7741 1.0619 8.53618
158 early 4332 875 4.19414 3.8988 5.9986 3.83614 1.05494 8.58669
158 late  3505 693 4.23823 3.1545 5.98576 3.85037 1.06163 8.58763
159 early 4317 812 4.25295 3.8853 5.9047 3.7893 1.05629 8.63998
159 late  3472 648 4.29176 3.1248 5.89003 3.7891 1.07431 8.64086
160 early 4295 823 4.27776 3.8655 5.85303 3.75414 1.06496 8.69041
160 late  3480 666 4.3523 3.132 5.85975 3.87819 1.06954 8.69144
161 early 4294 814 4.33768 3.8646 5.85137 3.83365 1.05799 8.74491
161 late  3455 630 4.40724 3.1095 5.83145 3.78956 1.08104 8.74655
162 early 4274 819 4.37108 3.8466 5.80574 3.78522 1.07089 8.80177
162 late  3428 642 4.36348 3.0852 5.80867 3.82961 1.06272 8.8028
163 early 4272 844 4.30384 3.8448 5.85944 3.84298 1.06484 8.8534
163 late  3409 667 4.30507 3.0681 5.90135 3.87823 1.07539 8.85421
164 early 4236 827 4.26936 3.8124 5.93953 3.80139 1.06067 8.90407
164 late  3427 656 4.22702 3.0843 5.91831 3.74817 1.05573 8.90503
165 early 4309 882 4.15711 3.8781 5.99878 3.86343 1.04038 8.95624
165 late  3452 701 4.1825 3.1068 5.95385 3.82344 1.04925 8.95704
166 early 4241 789 4.21834 3.8169 5.7814 3.77314 1.04975 9.00654
166 late  3425 628 4.21781 3.0825 5.78457 3.77311 1.05139 9.00754
167 early 4304 879 4.15218 3.8736 5.91587 3.84105 1.04066 9.05771
167 late  3477 702 4.16825 3.1293 5.93199 3.87424 1.04257 9.05872
168 early 4356 879 4.12534 3.9204 6.05663 3.91965 1.03788 9.10967
168 late  3504 715 4.16895 3.1536 6.04029 3.89011 1.04766 9.11066
169 early 4372 868 4.14273 3.9348 6.0274 3.90639 1.03408 9.16224
169 late  3538 689 4.1693 3.1842 6.03519 3.89451 1.04211 9.16305
170 early 4352 814 4.20244 3.9168 6.01488 3.86237 1.04596 9.2135
170 late  3476 651 4.25892 3.1284 5.97965 3.82397 1.06415 9.2145
171 early 4302 826 4.24919 3.8718 5.93057 3.77947 1.06741 9.27249
